Case,Best,AVG,SD,AVG Time
Bays29,2020,2030,10,0.13635275
Berlin52,7681.45365625258,7717.2279110753,35.7742548227161,0.41593365
Eil51,455.491931100478,455.980285009433,0.488353908954906,0.39811045
Eil76,572.414572259069,572.454792866779,0.0402206077096139,0.93071615
Pr76,121859.043234487,122022.581016115,163.537781627994,0.85875275
St70,714.998784092186,715.219668275175,0.220884182988186,0.732882
Oliver30,427.175158648879,428.972481557412,1.79732290853346,0.1389278
